ID ;Gender;Age_months;Age_group;Midtesting_age_months;Midtesting_age_group;AdditionalSupportNeeds;Mediansplit_midtesting_entiresample;Dropout;Reason_Dropout;StoppedEarly;Warm-up.Crit.reached;Trial_Nr;Success;Trial_correct;CumulativeNrCorrectSearches;CumulativeProportionCorrect;Nr.AdministeredTestTrials;Test.NrCorrectTrials;Test.NrErrors;Sanitycheck.NrTrials;ProportionCorrect;Video;Comment;PC1;PC2
96;m;54;4;56;4;Speech Therapy;old;no;;no;yes, within 2 trials;5;no;0;2;0.4;8;4;4;8;0.5;ID96_AdditionalTask_Foil_m_4y;;-0.747;1.295
96;m;54;4;56;4;Speech Therapy;old;no;;no;yes, within 2 trials;6;yes;1;3;0.5;8;4;4;8;0.5;ID96_AdditionalTask_Foil_m_4y;;-0.747;1.295
96;m;54;4;56;4;Speech Therapy;old;no;;no;yes, within 2 trials;7;yes;1;4;0.571428571;8;4;4;8;0.5;ID96_AdditionalTask_Foil_m_4y;;-0.747;1.295
96;m;54;4;56;4;Speech Therapy;old;no;;no;yes, within 2 trials;8;no;0;4;0.5;8;4;4;8;0.5;ID96_AdditionalTask_Foil_m_4y;;-0.747;1.295
97;m;53;4;55;4;no information;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;3;5;8;0.375;ID97_AdditionalTask_Foil_m_4y;;0.883;-0.02
97;m;53;4;55;4;no information;old;no;;no;yes, within 2 trials;2;no;0;1;0.5;8;3;5;8;0.375;ID97_AdditionalTask_Foil_m_4y;;0.883;-0.02
97;m;53;4;55;4;no information;old;no;;no;yes, within 2 trials;3;no;0;1;0.333333333;8;3;5;8;0.375;ID97_AdditionalTask_Foil_m_4y;;0.883;-0.02
97;m;53;4;55;4;no information;old;no;;no;yes, within 2 trials;4;yes;1;2;0.5;8;3;5;8;0.375;ID97_AdditionalTask_Foil_m_4y;;0.883;-0.02
97;m;53;4;55;4;no information;old;no;;no;yes, within 2 trials;5;no;0;2;0.4;8;3;5;8;0.375;ID97_AdditionalTask_Foil_m_4y;;0.883;-0.02
97;m;53;4;55;4;no information;old;no;;no;yes, within 2 trials;6;yes;1;3;0.5;8;3;5;8;0.375;ID97_AdditionalTask_Foil_m_4y;;0.883;-0.02
97;m;53;4;55;4;no information;old;no;;no;yes, within 2 trials;7;no;0;3;0.428571429;8;3;5;8;0.375;ID97_AdditionalTask_Foil_m_4y;;0.883;-0.02
97;m;53;4;55;4;no information;old;no;;no;yes, within 2 trials;8;no;0;3;0.375;8;3;5;8;0.375;ID97_AdditionalTask_Foil_m_4y;;0.883;-0.02
98;f;46;3;47;3;speech + language;young;no;;no;yes, within 2 trials;1;no;0;0;0;8;5;3;8;0.625;ID98_AdditionalTask_Foil_f_3y;;;
98;f;46;3;47;3;speech + language;young;no;;no;yes, within 2 trials;2;no;0;0;0;8;5;3;8;0.625;ID98_AdditionalTask_Foil_f_3y;;;
98;f;46;3;47;3;speech + language;young;no;;no;yes, within 2 trials;3;yes;1;1;0.333333333;8;5;3;8;0.625;ID98_AdditionalTask_Foil_f_3y;;;
98;f;46;3;47;3;speech + language;young;no;;no;yes, within 2 trials;4;yes;1;2;0.5;8;5;3;8;0.625;ID98_AdditionalTask_Foil_f_3y;;;
98;f;46;3;47;3;speech + language;young;no;;no;yes, within 2 trials;5;yes;1;3;0.6;8;5;3;8;0.625;ID98_AdditionalTask_Foil_f_3y;;;
98;f;46;3;47;3;speech + language;young;no;;no;yes, within 2 trials;6;yes;1;4;0.666666667;8;5;3;8;0.625;ID98_AdditionalTask_Foil_f_3y;;;
98;f;46;3;47;3;speech + language;young;no;;no;yes, within 2 trials;7;yes;1;5;0.714285714;8;5;3;8;0.625;ID98_AdditionalTask_Foil_f_3y;;;
98;f;46;3;47;3;speech + language;young;no;;no;yes, within 2 trials;8;no;0;5;0.625;8;5;3;8;0.625;ID98_AdditionalTask_Foil_f_3y;;;
99;f;45;3;47;3;no;young;no;;no;yes, within 2 trials;1;yes;1;1;1;8;4;4;8;0.5;ID99_AdditionalTask_Foil_f_3y;location bias;;
99;f;45;3;47;3;no;young;no;;no;yes, within 2 trials;2;yes;1;2;1;8;4;4;8;0.5;ID99_AdditionalTask_Foil_f_3y;location bias;;
99;f;45;3;47;3;no;young;no;;no;yes, within 2 trials;3;no;0;2;0.666666667;8;4;4;8;0.5;ID99_AdditionalTask_Foil_f_3y;location bias;;
99;f;45;3;47;3;no;young;no;;no;yes, within 2 trials;4;yes;1;3;0.75;8;4;4;8;0.5;ID99_AdditionalTask_Foil_f_3y;location bias;;
99;f;45;3;47;3;no;young;no;;no;yes, within 2 trials;5;no;0;3;0.6;8;4;4;8;0.5;ID99_AdditionalTask_Foil_f_3y;location bias;;
99;f;45;3;47;3;no;young;no;;no;yes, within 2 trials;6;no;0;3;0.5;8;4;4;8;0.5;ID99_AdditionalTask_Foil_f_3y;location bias;;
99;f;45;3;47;3;no;young;no;;no;yes, within 2 trials;7;yes;1;4;0.571428571;8;4;4;8;0.5;ID99_AdditionalTask_Foil_f_3y;location bias;;
99;f;45;3;47;3;no;young;no;;no;yes, within 2 trials;8;no;0;4;0.5;8;4;4;8;0.5;ID99_AdditionalTask_Foil_f_3y;location bias;;
100;m;57;4;59;4;no information;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;6;2;8;0.75;ID100_AdditionalTask_Foil_m_4y;did not ask;0.914;2.552
100;m;57;4;59;4;no information;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;6;2;8;0.75;ID100_AdditionalTask_Foil_m_4y;did not ask;0.914;2.552
100;m;57;4;59;4;no information;old;no;;no;yes, within 2 trials;3;no;0;2;0.666666667;8;6;2;8;0.75;ID100_AdditionalTask_Foil_m_4y;did not ask;0.914;2.552
100;m;57;4;59;4;no information;old;no;;no;yes, within 2 trials;4;yes;1;3;0.75;8;6;2;8;0.75;ID100_AdditionalTask_Foil_m_4y;did not ask;0.914;2.552
100;m;57;4;59;4;no information;old;no;;no;yes, within 2 trials;5;yes;1;4;0.8;8;6;2;8;0.75;ID100_AdditionalTask_Foil_m_4y;did not ask;0.914;2.552
100;m;57;4;59;4;no information;old;no;;no;yes, within 2 trials;6;no;0;4;0.666666667;8;6;2;8;0.75;ID100_AdditionalTask_Foil_m_4y;did not ask;0.914;2.552
100;m;57;4;59;4;no information;old;no;;no;yes, within 2 trials;7;yes;1;5;0.714285714;8;6;2;8;0.75;ID100_AdditionalTask_Foil_m_4y;did not ask;0.914;2.552
100;m;57;4;59;4;no information;old;no;;no;yes, within 2 trials;8;yes;1;6;0.75;8;6;2;8;0.75;ID100_AdditionalTask_Foil_m_4y;did not ask;0.914;2.552
117;m;64;5;65;5;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;6;2;8;0.75;ID117_AdditionalTask_Foil_m_5y;;;
117;m;64;5;65;5;no;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;6;2;8;0.75;ID117_AdditionalTask_Foil_m_5y;;;
117;m;64;5;65;5;no;old;no;;no;yes, within 2 trials;3;yes;1;3;1;8;6;2;8;0.75;ID117_AdditionalTask_Foil_m_5y;;;
117;m;64;5;65;5;no;old;no;;no;yes, within 2 trials;4;yes;1;4;1;8;6;2;8;0.75;ID117_AdditionalTask_Foil_m_5y;;;
117;m;64;5;65;5;no;old;no;;no;yes, within 2 trials;5;yes;1;5;1;8;6;2;8;0.75;ID117_AdditionalTask_Foil_m_5y;;;
117;m;64;5;65;5;no;old;no;;no;yes, within 2 trials;6;no;0;5;0.833333333;8;6;2;8;0.75;ID117_AdditionalTask_Foil_m_5y;;;
117;m;64;5;65;5;no;old;no;;no;yes, within 2 trials;7;yes;1;6;0.857142857;8;6;2;8;0.75;ID117_AdditionalTask_Foil_m_5y;;;
117;m;64;5;65;5;no;old;no;;no;yes, within 2 trials;8;no;0;6;0.75;8;6;2;8;0.75;ID117_AdditionalTask_Foil_m_5y;;;
119;f;59;4;61;5;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;5;3;8;0.625;ID119_AdditionalTask_Foil_f_4y;because one had a bigger hole (RA said she made sure the holes were of equal size);-1.611;-0.366
119;f;59;4;61;5;no;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;5;3;8;0.625;ID119_AdditionalTask_Foil_f_4y;because one had a bigger hole (RA said she made sure the holes were of equal size);-1.611;-0.366
119;f;59;4;61;5;no;old;no;;no;yes, within 2 trials;3;yes;1;3;1;8;5;3;8;0.625;ID119_AdditionalTask_Foil_f_4y;because one had a bigger hole (RA said she made sure the holes were of equal size);-1.611;-0.366
119;f;59;4;61;5;no;old;no;;no;yes, within 2 trials;4;yes;1;4;1;8;5;3;8;0.625;ID119_AdditionalTask_Foil_f_4y;because one had a bigger hole (RA said she made sure the holes were of equal size);-1.611;-0.366
119;f;59;4;61;5;no;old;no;;no;yes, within 2 trials;5;no;0;4;0.8;8;5;3;8;0.625;ID119_AdditionalTask_Foil_f_4y;because one had a bigger hole (RA said she made sure the holes were of equal size);-1.611;-0.366
119;f;59;4;61;5;no;old;no;;no;yes, within 2 trials;6;no;0;4;0.666666667;8;5;3;8;0.625;ID119_AdditionalTask_Foil_f_4y;because one had a bigger hole (RA said she made sure the holes were of equal size);-1.611;-0.366
119;f;59;4;61;5;no;old;no;;no;yes, within 2 trials;7;no;0;4;0.571428571;8;5;3;8;0.625;ID119_AdditionalTask_Foil_f_4y;because one had a bigger hole (RA said she made sure the holes were of equal size);-1.611;-0.366
119;f;59;4;61;5;no;old;no;;no;yes, within 2 trials;8;yes;1;5;0.625;8;5;3;8;0.625;ID119_AdditionalTask_Foil_f_4y;because one had a bigger hole (RA said she made sure the holes were of equal size);-1.611;-0.366
120;m;70;5;72;6;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;6;2;8;0.75;ID120_AdditionalTask_Foil_m_5y;did not ask;;
120;m;70;5;72;6;no;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;6;2;8;0.75;ID120_AdditionalTask_Foil_m_5y;did not ask;;
120;m;70;5;72;6;no;old;no;;no;yes, within 2 trials;3;yes;1;3;1;8;6;2;8;0.75;ID120_AdditionalTask_Foil_m_5y;did not ask;;
120;m;70;5;72;6;no;old;no;;no;yes, within 2 trials;4;no;0;3;0.75;8;6;2;8;0.75;ID120_AdditionalTask_Foil_m_5y;did not ask;;
120;m;70;5;72;6;no;old;no;;no;yes, within 2 trials;5;no;0;3;0.6;8;6;2;8;0.75;ID120_AdditionalTask_Foil_m_5y;did not ask;;
120;m;70;5;72;6;no;old;no;;no;yes, within 2 trials;6;yes;1;4;0.666666667;8;6;2;8;0.75;ID120_AdditionalTask_Foil_m_5y;did not ask;;
120;m;70;5;72;6;no;old;no;;no;yes, within 2 trials;7;yes;1;5;0.714285714;8;6;2;8;0.75;ID120_AdditionalTask_Foil_m_5y;did not ask;;
120;m;70;5;72;6;no;old;no;;no;yes, within 2 trials;8;yes;1;6;0.75;8;6;2;8;0.75;ID120_AdditionalTask_Foil_m_5y;did not ask;;
121;f;58;4;60;5;no;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;5;3;8;0.625;ID121_AdditionalTask_Foil_f_4y;;-1.169;0.231
121;f;58;4;60;5;no;old;no;;no;yes, within 2 trials;2;no;0;0;0;8;5;3;8;0.625;ID121_AdditionalTask_Foil_f_4y;;-1.169;0.231
121;f;58;4;60;5;no;old;no;;no;yes, within 2 trials;3;yes;1;1;0.333333333;8;5;3;8;0.625;ID121_AdditionalTask_Foil_f_4y;;-1.169;0.231
121;f;58;4;60;5;no;old;no;;no;yes, within 2 trials;4;yes;1;2;0.5;8;5;3;8;0.625;ID121_AdditionalTask_Foil_f_4y;;-1.169;0.231
121;f;58;4;60;5;no;old;no;;no;yes, within 2 trials;5;no;0;2;0.4;8;5;3;8;0.625;ID121_AdditionalTask_Foil_f_4y;;-1.169;0.231
121;f;58;4;60;5;no;old;no;;no;yes, within 2 trials;6;yes;1;3;0.5;8;5;3;8;0.625;ID121_AdditionalTask_Foil_f_4y;;-1.169;0.231
121;f;58;4;60;5;no;old;no;;no;yes, within 2 trials;7;yes;1;4;0.571428571;8;5;3;8;0.625;ID121_AdditionalTask_Foil_f_4y;;-1.169;0.231
121;f;58;4;60;5;no;old;no;;no;yes, within 2 trials;8;yes;1;5;0.625;8;5;3;8;0.625;ID121_AdditionalTask_Foil_f_4y;;-1.169;0.231
122;f;53;4;54;4;no;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;3;5;8;0.375;ID122_AdditionalTask_Foil_f_4y;did not ask;-0.55;0.831
122;f;53;4;54;4;no;old;no;;no;yes, within 2 trials;2;no;0;0;0;8;3;5;8;0.375;ID122_AdditionalTask_Foil_f_4y;did not ask;-0.55;0.831
122;f;53;4;54;4;no;old;no;;no;yes, within 2 trials;3;yes;1;1;0.333333333;8;3;5;8;0.375;ID122_AdditionalTask_Foil_f_4y;did not ask;-0.55;0.831
122;f;53;4;54;4;no;old;no;;no;yes, within 2 trials;4;no;0;1;0.25;8;3;5;8;0.375;ID122_AdditionalTask_Foil_f_4y;did not ask;-0.55;0.831
122;f;53;4;54;4;no;old;no;;no;yes, within 2 trials;5;yes;1;2;0.4;8;3;5;8;0.375;ID122_AdditionalTask_Foil_f_4y;did not ask;-0.55;0.831
122;f;53;4;54;4;no;old;no;;no;yes, within 2 trials;6;no;0;2;0.333333333;8;3;5;8;0.375;ID122_AdditionalTask_Foil_f_4y;did not ask;-0.55;0.831
122;f;53;4;54;4;no;old;no;;no;yes, within 2 trials;7;no;0;2;0.285714286;8;3;5;8;0.375;ID122_AdditionalTask_Foil_f_4y;did not ask;-0.55;0.831
122;f;53;4;54;4;no;old;no;;no;yes, within 2 trials;8;yes;1;3;0.375;8;3;5;8;0.375;ID122_AdditionalTask_Foil_f_4y;did not ask;-0.55;0.831
123;f;52;4;53;4;no information;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;5;3;8;0.625;ID123_AdditionalTask_Foil_f_4y;At the start the child said 'I know how to do this one, I've played it in my house' ;;
123;f;52;4;53;4;no information;old;no;;no;yes, within 2 trials;2;no;0;0;0;8;5;3;8;0.625;ID123_AdditionalTask_Foil_f_4y;At the start the child said 'I know how to do this one, I've played it in my house' ;;
123;f;52;4;53;4;no information;old;no;;no;yes, within 2 trials;3;yes;1;1;0.333333333;8;5;3;8;0.625;ID123_AdditionalTask_Foil_f_4y;At the start the child said 'I know how to do this one, I've played it in my house' ;;
123;f;52;4;53;4;no information;old;no;;no;yes, within 2 trials;4;yes;1;2;0.5;8;5;3;8;0.625;ID123_AdditionalTask_Foil_f_4y;At the start the child said 'I know how to do this one, I've played it in my house' ;;
123;f;52;4;53;4;no information;old;no;;no;yes, within 2 trials;5;yes;1;3;0.6;8;5;3;8;0.625;ID123_AdditionalTask_Foil_f_4y;At the start the child said 'I know how to do this one, I've played it in my house' ;;
123;f;52;4;53;4;no information;old;no;;no;yes, within 2 trials;6;yes;1;4;0.666666667;8;5;3;8;0.625;ID123_AdditionalTask_Foil_f_4y;At the start the child said 'I know how to do this one, I've played it in my house' ;;
123;f;52;4;53;4;no information;old;no;;no;yes, within 2 trials;7;no;0;4;0.571428571;8;5;3;8;0.625;ID123_AdditionalTask_Foil_f_4y;At the start the child said 'I know how to do this one, I've played it in my house' ;;
123;f;52;4;53;4;no information;old;no;;no;yes, within 2 trials;8;yes;1;5;0.625;8;5;3;8;0.625;ID123_AdditionalTask_Foil_f_4y;At the start the child said 'I know how to do this one, I've played it in my house' ;;
124;m;52;4;52;4;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;5;3;8;0.625;ID124_AdditionalTask_Foil_m_4y;;-0.145;-1.562
124;m;52;4;52;4;no;old;no;;no;yes, within 2 trials;2;no;0;1;0.5;8;5;3;8;0.625;ID124_AdditionalTask_Foil_m_4y;;-0.145;-1.562
124;m;52;4;52;4;no;old;no;;no;yes, within 2 trials;3;yes;1;2;0.666666667;8;5;3;8;0.625;ID124_AdditionalTask_Foil_m_4y;;-0.145;-1.562
124;m;52;4;52;4;no;old;no;;no;yes, within 2 trials;4;yes;1;3;0.75;8;5;3;8;0.625;ID124_AdditionalTask_Foil_m_4y;;-0.145;-1.562
124;m;52;4;52;4;no;old;no;;no;yes, within 2 trials;5;yes;1;4;0.8;8;5;3;8;0.625;ID124_AdditionalTask_Foil_m_4y;;-0.145;-1.562
124;m;52;4;52;4;no;old;no;;no;yes, within 2 trials;6;yes;1;5;0.833333333;8;5;3;8;0.625;ID124_AdditionalTask_Foil_m_4y;;-0.145;-1.562
124;m;52;4;52;4;no;old;no;;no;yes, within 2 trials;7;no;0;5;0.714285714;8;5;3;8;0.625;ID124_AdditionalTask_Foil_m_4y;;-0.145;-1.562
124;m;52;4;52;4;no;old;no;;no;yes, within 2 trials;8;no;0;5;0.625;8;5;3;8;0.625;ID124_AdditionalTask_Foil_m_4y;;-0.145;-1.562
125;f;40;3;41;3;no;young;no;;no;yes, within 2 trials;1;no;0;0;0;8;4;4;8;0.5;ID125_AdditionalTask_Foil_m_3y;;;
125;f;40;3;41;3;no;young;no;;no;yes, within 2 trials;2;yes;1;1;0.5;8;4;4;8;0.5;ID125_AdditionalTask_Foil_m_3y;;;
125;f;40;3;41;3;no;young;no;;no;yes, within 2 trials;3;yes;1;2;0.666666667;8;4;4;8;0.5;ID125_AdditionalTask_Foil_m_3y;;;
125;f;40;3;41;3;no;young;no;;no;yes, within 2 trials;4;no;0;2;0.5;8;4;4;8;0.5;ID125_AdditionalTask_Foil_m_3y;;;
125;f;40;3;41;3;no;young;no;;no;yes, within 2 trials;5;yes;1;3;0.6;8;4;4;8;0.5;ID125_AdditionalTask_Foil_m_3y;;;
125;f;40;3;41;3;no;young;no;;no;yes, within 2 trials;6;yes;1;4;0.666666667;8;4;4;8;0.5;ID125_AdditionalTask_Foil_m_3y;;;
125;f;40;3;41;3;no;young;no;;no;yes, within 2 trials;7;no;0;4;0.571428571;8;4;4;8;0.5;ID125_AdditionalTask_Foil_m_3y;;;
125;f;40;3;41;3;no;young;no;;no;yes, within 2 trials;8;no;0;4;0.5;8;4;4;8;0.5;ID125_AdditionalTask_Foil_m_3y;;;
126;f;53;4;54;4;no information;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;3;5;8;0.375;ID126_AdditionalTask_Foil_f_4y;;;
126;f;53;4;54;4;no information;old;no;;no;yes, within 2 trials;2;no;0;1;0.5;8;3;5;8;0.375;ID126_AdditionalTask_Foil_f_4y;;;
126;f;53;4;54;4;no information;old;no;;no;yes, within 2 trials;3;no;0;1;0.333333333;8;3;5;8;0.375;ID126_AdditionalTask_Foil_f_4y;;;
126;f;53;4;54;4;no information;old;no;;no;yes, within 2 trials;4;yes;1;2;0.5;8;3;5;8;0.375;ID126_AdditionalTask_Foil_f_4y;;;
126;f;53;4;54;4;no information;old;no;;no;yes, within 2 trials;5;yes;1;3;0.6;8;3;5;8;0.375;ID126_AdditionalTask_Foil_f_4y;;;
126;f;53;4;54;4;no information;old;no;;no;yes, within 2 trials;6;no;0;3;0.5;8;3;5;8;0.375;ID126_AdditionalTask_Foil_f_4y;;;
126;f;53;4;54;4;no information;old;no;;no;yes, within 2 trials;7;no;0;3;0.428571429;8;3;5;8;0.375;ID126_AdditionalTask_Foil_f_4y;;;
126;f;53;4;54;4;no information;old;no;;no;yes, within 2 trials;8;no;0;3;0.375;8;3;5;8;0.375;ID126_AdditionalTask_Foil_f_4y;;;
130;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;1;yes;1;1;1;8;4;4;8;0.5;ID130_AdditionalTask_Foil_f_3y;;0.499;-1.133
130;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;2;no;0;1;0.5;8;4;4;8;0.5;ID130_AdditionalTask_Foil_f_3y;;0.499;-1.133
130;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;3;yes;1;2;0.666666667;8;4;4;8;0.5;ID130_AdditionalTask_Foil_f_3y;;0.499;-1.133
130;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;4;yes;1;3;0.75;8;4;4;8;0.5;ID130_AdditionalTask_Foil_f_3y;;0.499;-1.133
130;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;5;yes;1;4;0.8;8;4;4;8;0.5;ID130_AdditionalTask_Foil_f_3y;;0.499;-1.133
130;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;6;no;0;4;0.666666667;8;4;4;8;0.5;ID130_AdditionalTask_Foil_f_3y;;0.499;-1.133
130;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;7;no;0;4;0.571428571;8;4;4;8;0.5;ID130_AdditionalTask_Foil_f_3y;;0.499;-1.133
130;f;45;3;46;3;no;young;no;;no;yes, within 2 trials;8;no;0;4;0.5;8;4;4;8;0.5;ID130_AdditionalTask_Foil_f_3y;;0.499;-1.133
131;m;53;4;53;4;no;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;4;4;8;0.5;ID131_AdditionalTask_Foil_m_4y;;;
131;m;53;4;53;4;no;old;no;;no;yes, within 2 trials;2;no;0;0;0;8;4;4;8;0.5;ID131_AdditionalTask_Foil_m_4y;;;
131;m;53;4;53;4;no;old;no;;no;yes, within 2 trials;3;yes;1;1;0.333333333;8;4;4;8;0.5;ID131_AdditionalTask_Foil_m_4y;;;
131;m;53;4;53;4;no;old;no;;no;yes, within 2 trials;4;no;0;1;0.25;8;4;4;8;0.5;ID131_AdditionalTask_Foil_m_4y;;;
131;m;53;4;53;4;no;old;no;;no;yes, within 2 trials;5;yes;1;2;0.4;8;4;4;8;0.5;ID131_AdditionalTask_Foil_m_4y;;;
131;m;53;4;53;4;no;old;no;;no;yes, within 2 trials;6;yes;1;3;0.5;8;4;4;8;0.5;ID131_AdditionalTask_Foil_m_4y;;;
131;m;53;4;53;4;no;old;no;;no;yes, within 2 trials;7;no;0;3;0.428571429;8;4;4;8;0.5;ID131_AdditionalTask_Foil_m_4y;;;
131;m;53;4;53;4;no;old;no;;no;yes, within 2 trials;8;yes;1;4;0.5;8;4;4;8;0.5;ID131_AdditionalTask_Foil_m_4y;;;
132;f;54;4;58;4;no;old;no;;no;yes, within 2 trials;1;yes;1;1;1;8;6;2;8;0.75;ID132_AdditionalTask_Foil_f_4y;I don't know;;
132;f;54;4;58;4;no;old;no;;no;yes, within 2 trials;2;yes;1;2;1;8;6;2;8;0.75;ID132_AdditionalTask_Foil_f_4y;I don't know;;
132;f;54;4;58;4;no;old;no;;no;yes, within 2 trials;3;no;0;2;0.666666667;8;6;2;8;0.75;ID132_AdditionalTask_Foil_f_4y;I don't know;;
132;f;54;4;58;4;no;old;no;;no;yes, within 2 trials;4;yes;1;3;0.75;8;6;2;8;0.75;ID132_AdditionalTask_Foil_f_4y;I don't know;;
132;f;54;4;58;4;no;old;no;;no;yes, within 2 trials;5;yes;1;4;0.8;8;6;2;8;0.75;ID132_AdditionalTask_Foil_f_4y;I don't know;;
132;f;54;4;58;4;no;old;no;;no;yes, within 2 trials;6;no;0;4;0.666666667;8;6;2;8;0.75;ID132_AdditionalTask_Foil_f_4y;I don't know;;
132;f;54;4;58;4;no;old;no;;no;yes, within 2 trials;7;yes;1;5;0.714285714;8;6;2;8;0.75;ID132_AdditionalTask_Foil_f_4y;I don't know;;
132;f;54;4;58;4;no;old;no;;no;yes, within 2 trials;8;yes;1;6;0.75;8;6;2;8;0.75;ID132_AdditionalTask_Foil_f_4y;I don't know;;
133;f;64;5;64;5;no;old;no;Experimenter error (ran out of tin foil for last trial), but we can still keep the data;yes;yes, within 2 trials;1;yes;1;1;1;7;5;2;7;0.714285714;ID133_AdditionalTask_Foil_f_5y;;-2.566;-2.166
133;f;64;5;64;5;no;old;no;Experimenter error (ran out of tin foil for last trial), but we can still keep the data;yes;yes, within 2 trials;2;yes;1;2;1;7;5;2;7;0.714285714;ID133_AdditionalTask_Foil_f_5y;;-2.566;-2.166
133;f;64;5;64;5;no;old;no;Experimenter error (ran out of tin foil for last trial), but we can still keep the data;yes;yes, within 2 trials;3;no;0;2;0.666666667;7;5;2;7;0.714285714;ID133_AdditionalTask_Foil_f_5y;;-2.566;-2.166
133;f;64;5;64;5;no;old;no;Experimenter error (ran out of tin foil for last trial), but we can still keep the data;yes;yes, within 2 trials;4;yes;1;3;0.75;7;5;2;7;0.714285714;ID133_AdditionalTask_Foil_f_5y;;-2.566;-2.166
133;f;64;5;64;5;no;old;no;Experimenter error (ran out of tin foil for last trial), but we can still keep the data;yes;yes, within 2 trials;5;no;0;3;0.6;7;5;2;7;0.714285714;ID133_AdditionalTask_Foil_f_5y;;-2.566;-2.166
133;f;64;5;64;5;no;old;no;Experimenter error (ran out of tin foil for last trial), but we can still keep the data;yes;yes, within 2 trials;6;yes;1;4;0.666666667;7;5;2;7;0.714285714;ID133_AdditionalTask_Foil_f_5y;;-2.566;-2.166
133;f;64;5;64;5;no;old;no;Experimenter error (ran out of tin foil for last trial), but we can still keep the data;yes;yes, within 2 trials;7;yes;1;5;0.714285714;7;5;2;7;0.714285714;ID133_AdditionalTask_Foil_f_5y;;-2.566;-2.166
134;m;58;4;59;4;no information;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;3;5;8;0.375;ID134_AdditionalTask_Foil_m_4y;trial 1 of test was re-done as child punched the foil on the cup when showed the cups after the foil is broken with the pen;;
134;m;58;4;59;4;no information;old;no;;no;yes, within 2 trials;2;yes;1;1;0.5;8;3;5;8;0.375;ID134_AdditionalTask_Foil_m_4y;trial 1 of test was re-done as child punched the foil on the cup when showed the cups after the foil is broken with the pen;;
134;m;58;4;59;4;no information;old;no;;no;yes, within 2 trials;3;yes;1;2;0.666666667;8;3;5;8;0.375;ID134_AdditionalTask_Foil_m_4y;trial 1 of test was re-done as child punched the foil on the cup when showed the cups after the foil is broken with the pen;;
134;m;58;4;59;4;no information;old;no;;no;yes, within 2 trials;4;no;0;2;0.5;8;3;5;8;0.375;ID134_AdditionalTask_Foil_m_4y;trial 1 of test was re-done as child punched the foil on the cup when showed the cups after the foil is broken with the pen;;
134;m;58;4;59;4;no information;old;no;;no;yes, within 2 trials;5;no;0;2;0.4;8;3;5;8;0.375;ID134_AdditionalTask_Foil_m_4y;trial 1 of test was re-done as child punched the foil on the cup when showed the cups after the foil is broken with the pen;;
134;m;58;4;59;4;no information;old;no;;no;yes, within 2 trials;6;no;0;2;0.333333333;8;3;5;8;0.375;ID134_AdditionalTask_Foil_m_4y;trial 1 of test was re-done as child punched the foil on the cup when showed the cups after the foil is broken with the pen;;
134;m;58;4;59;4;no information;old;no;;no;yes, within 2 trials;7;yes;1;3;0.428571429;8;3;5;8;0.375;ID134_AdditionalTask_Foil_m_4y;trial 1 of test was re-done as child punched the foil on the cup when showed the cups after the foil is broken with the pen;;
134;m;58;4;59;4;no information;old;no;;no;yes, within 2 trials;8;no;0;3;0.375;8;3;5;8;0.375;ID134_AdditionalTask_Foil_m_4y;trial 1 of test was re-done as child punched the foil on the cup when showed the cups after the foil is broken with the pen;;
135;m;54;4;55;4;no information;old;no;;no;yes, within 2 trials;1;no;0;0;0;8;2;6;8;0.25;ID135_AdditionalTask_Foil_m_4y;;;
135;m;54;4;55;4;no information;old;no;;no;yes, within 2 trials;2;yes;1;1;0.5;8;2;6;8;0.25;ID135_AdditionalTask_Foil_m_4y;;;
135;m;54;4;55;4;no information;old;no;;no;yes, within 2 trials;3;no;0;1;0.333333333;8;2;6;8;0.25;ID135_AdditionalTask_Foil_m_4y;;;
135;m;54;4;55;4;no information;old;no;;no;yes, within 2 trials;4;yes;1;2;0.5;8;2;6;8;0.25;ID135_AdditionalTask_Foil_m_4y;;;
135;m;54;4;55;4;no information;old;no;;no;yes, within 2 trials;5;no;0;2;0.4;8;2;6;8;0.25;ID135_AdditionalTask_Foil_m_4y;;;
